V0_LATITUDE,V1_LATITUDE,V2_LATITUDE,V3_LATITUDE,V0_LONGITUDE,V1_LONGITUDE,V2_LONGITUDE,V3_LONGITUDE,mg/si,al/si,ca/si
8.546,2.898,2.889,8.536,-124.79,-124.859,-124.225,-124.149,0.367,0.896,0.474
-81.765,-87.285,-87.524,-81.839,-140.915,-158.361,-141.224,-135.374,0.599,1.463,0.373
89.578,86.824,86.623,88.989,-25.161,-122.676,-108.979,26.116,0.725,1.71,0.334
12.347,6.7,6.69,12.336,-121.568,-121.639,-121.003,-120.921,0.4,0.652,0.427
19.805,14.57,14.561,19.795,-129.971,-130.029,-129.362,-129.281,0.345,1.143,0.504
66.658,61.393,61.37,66.631,-126.922,-127.142,-125.632,-125.067,0.373,1.009,0.272
-46.485,-52.154,-52.171,-46.5,-129.015,-129.27,-128.103,-127.993,0.319,0.732,0.358
-53.726,-58.986,-59.006,-53.743,-132.478,-132.81,-131.394,-131.266,0.198,0.957,0.367
71.84,66.163,66.135,71.803,-120.067,-120.467,-118.683,-117.711,0.297,1.156,0.403
-61.637,-67.315,-67.343,-61.66,-131.989,-132.616,-130.658,-130.429,0.312,0.697,0.497
64.749,59.489,59.468,64.723,-123.763,-123.971,-122.575,-122.074,0.358,0.788,0.183
46.22,40.559,40.546,46.205,-126.427,-126.521,-125.637,-125.441,0.342,1.078,0.493
-16.084,-21.736,-21.747,-16.094,-125.118,-125.215,-124.511,-124.444,0.434,0.796,0.428
43.862,38.201,38.188,43.848,-128.608,-128.693,-127.836,-127.661,0.372,1.435,0.508
26.933,21.276,21.267,26.924,-134.191,-134.242,-133.533,-133.442,0.32,1.188,0.447
-1.651,-7.302,-7.311,-1.66,-132.325,-132.392,-131.742,-131.681,0.298,0.579,0.298
-78.057,-83.7,-83.815,-78.116,-129.38,-135.007,-127.534,-125.498,0.344,1.094,0.411
-26.012,-31.254,-31.266,-26.024,-126.348,-126.461,-125.677,-125.612,0.331,0.634,0.245
18.719,13.07,13.06,18.709,-126.793,-126.859,-126.203,-126.116,0.286,0.657,0.255
2.591,-3.058,-3.067,2.582,-129.095,-129.164,-128.523,-128.455,0.291,0.881,0.304
-76.483,-81.74,-81.827,-76.535,-127.629,-131.168,-125.497,-124.208,0.271,0.896,0.427
83.214,77.528,77.475,83.115,-121.939,-123.738,-120.214,-115.436,0.254,0.776,0.301
-67.467,-72.738,-72.776,-67.496,-130.58,-131.56,-128.947,-128.592,0.527,0.984,0.604
-1.831,-7.066,-7.074,-1.839,-134.451,-134.508,-133.856,-133.804,0.47,1.043,0.453
73.347,67.774,67.745,73.308,-124.274,-124.695,-122.755,-121.666,0.458,1.162,0.35
39.566,34.325,34.313,39.553,-126.533,-126.608,-125.808,-125.666,0.462,1.041,0.491
3.529,-2.121,-2.13,3.52,-130.145,-130.211,-129.57,-129.503,0.462,1.073,0.31
51.766,46.515,46.5,51.75,-127.393,-127.496,-126.498,-126.267,0.559,1.13,0.369
34.486,29.237,29.226,34.474,-125.538,-125.611,-124.865,-124.74,0.351,0.918,0.415
-38.212,-43.461,-43.475,-38.225,-129.788,-129.951,-128.995,-128.917,0.418,0.926,0.29
29.729,24.079,24.068,29.718,-123.474,-123.548,-122.845,-122.729,0.269,0.605,0.417
-53.807,-59.072,-59.093,-53.826,-126.227,-126.581,-125.142,-124.997,0.33,0.75,0.291
-46.738,-51.995,-52.013,-46.753,-126.931,-127.174,-126.007,-125.901,0.32,0.859,0.451
-20.977,-26.216,-26.226,-20.987,-131.525,-131.618,-130.881,-130.823,0.42,1.147,0.325
19.049,13.4,13.39,19.039,-125.728,-125.795,-125.14,-125.051,0.374,1.126,0.564
-57.214,-62.482,-62.507,-57.235,-125.399,-125.839,-124.213,-124.037,0.319,0.638,0.313
-38.879,-44.129,-44.144,-38.892,-126.659,-126.832,-125.86,-125.776,0.49,0.97,0.343
30.678,25.434,25.425,30.668,-134.157,-134.206,-133.468,-133.374,0.36,1.239,0.534
-50.464,-56.134,-56.15,-50.478,-135.417,-135.699,-134.413,-134.31,0.218,0.554,0.214
89.576,85.541,85.395,89.044,-32.99,-123.566,-113.615,24.761,0.42,0.903,0.364
-7.425,-12.659,-12.668,-7.434,-129.217,-129.289,-128.627,-128.569,0.387,0.854,0.421
58.035,52.77,52.755,58.017,-133.807,-133.905,-132.714,-132.425,0.49,1.006,0.254
53.904,48.643,48.629,53.888,-133.883,-133.965,-132.89,-132.658,0.242,0.827,0.295
-2.436,-8.084,-8.094,-2.446,-123.868,-123.946,-123.301,-123.232,0.462,1.1,0.405
-37.383,-42.631,-42.645,-37.396,-129.765,-129.923,-128.983,-128.906,0.373,1.054,0.22
-12.927,-18.578,-18.589,-12.937,-122.96,-123.053,-122.367,-122.299,0.454,1.295,0.528
-69.614,-74.882,-74.923,-69.644,-135.004,-136.182,-133.22,-132.824,0.292,0.526,0.358
-10.977,-16.629,-16.639,-10.986,-131.379,-131.459,-130.78,-130.72,0.263,0.891,0.557
69.443,64.168,64.145,69.415,-132.321,-132.535,-130.818,-130.156,0.241,0.93,0.246
-3.886,-9.537,-9.546,-3.895,-131.29,-131.361,-130.707,-130.646,0.264,0.4,0.181
-32.649,-37.893,-37.904,-32.659,-134.889,-135.009,-134.15,-134.092,0.263,1.007,0.301
-72.662,-77.932,-77.99,-72.702,-128.466,-130.331,-126.509,-125.835,0.256,0.767,0.227
21.958,16.31,16.3,21.947,-121.45,-121.522,-120.861,-120.763,0.239,0.719,0.264
-80.907,-86.471,-86.672,-80.982,-135.336,-148.229,-134.896,-130.246,0.217,0.693,0.312
23.83,18.599,18.589,23.819,-122.488,-122.554,-121.883,-121.789,0.454,0.686,0.466
78.593,72.906,72.868,78.536,-125.763,-126.516,-123.949,-121.883,0.308,0.931,0.305
72.955,67.269,67.242,72.919,-129.83,-130.181,-128.242,-127.227,0.347,0.952,0.387
16.289,10.636,10.627,16.279,-132.142,-132.199,-131.541,-131.464,0.233,0.608,0.261
46.556,40.896,40.883,46.542,-125.351,-125.448,-124.562,-124.362,0.22,0.692,0.207
27.125,21.885,21.875,27.114,-132.034,-132.089,-131.381,-131.289,0.353,0.935,0.353
-76.076,-81.336,-81.419,-76.128,-127.467,-130.742,-125.343,-124.15,0.271,0.835,0.485
-43.493,-49.16,-49.175,-43.507,-130.998,-131.216,-130.137,-130.041,0.344,0.541,0.278
19.049,13.818,13.808,19.039,-125.728,-125.79,-125.134,-125.051,0.384,1.167,0.546
-19.417,-24.654,-24.665,-19.427,-125.173,-125.27,-124.545,-124.482,0.377,1.05,0.435
-81.537,-86.681,-86.902,-81.62,-133.958,-147.89,-133.618,-128.445,0.476,0.794,0.445
-83.32,-89.047,-88.266,-83.423,-138.236,-153.991,-141.684,-131.251,0.173,0.738,0.259
-34.065,-39.726,-39.739,-34.077,-129.68,-129.833,-128.941,-128.864,0.306,0.723,0.327
-27.42,-32.661,-32.673,-27.43,-129.534,-129.648,-128.85,-128.786,0.496,1.006,0.413
-74.423,-80.091,-80.162,-74.465,-133.032,-135.673,-131.044,-130.122,0.268,0.746,0.356
-84.245,-89.496,-88.789,-84.356,-143.67,179.421,-149.991,-135.643,0.326,0.829,0.501
61.747,56.479,56.462,61.728,-133.724,-133.841,-132.52,-132.157,0.194,0.858,0.333
79.277,74,73.96,79.216,-124.499,-125.312,-122.575,-120.382,0.371,1.14,0.505
14.638,9.409,9.399,14.628,-122.6,-122.665,-122.024,-121.945,0.242,0.691,0.313
-29.082,-34.325,-34.337,-29.093,-129.568,-129.687,-128.87,-128.805,0.652,1.186,0.492
64.185,58.928,58.907,64.16,-121.636,-121.844,-120.482,-119.995,0.356,0.882,0.356
-8.673,-14.324,-14.334,-8.683,-128.176,-128.258,-127.59,-127.526,0.281,0.752,0.328
-60.552,-65.823,-65.851,-60.576,-124.617,-125.176,-123.314,-123.095,0.345,1.378,0.507
-82.935,-87.931,-88.293,-83.031,-138.6,-165.392,-142.697,-132.025,0.373,1.07,0.258
28.649,22.993,22.983,28.638,-130.945,-131.008,-130.295,-130.191,0.331,0.967,0.327
12.038,6.807,6.797,12.028,-126.868,-126.93,-126.289,-126.216,0.286,0.568,0.212
-20.37,-25.608,-25.619,-20.381,-124.136,-124.236,-123.503,-123.439,0.331,0.768,0.289
-56.796,-62.057,-62.078,-56.814,-134.719,-135.105,-133.54,-133.401,0.462,0.721,0.39
35.32,29.657,29.646,35.308,-125.526,-125.605,-124.855,-124.719,0.36,1.177,0.586
46.354,40.691,40.678,46.339,-128.568,-128.658,-127.764,-127.571,0.511,1.5,0.773
-37.215,-42.462,-42.474,-37.226,-134.991,-135.133,-134.203,-134.14,0.248,0.588,0.248
-8.155,-13.807,-13.816,-8.165,-130.284,-130.362,-129.695,-129.633,0.622,1.068,0.396
11.783,6.551,6.542,11.774,-127.932,-127.992,-127.35,-127.279,0.386,0.971,0.393
-71.158,-76.427,-76.476,-71.192,-132.234,-133.708,-130.363,-129.846,0.282,0.837,0.679
-53.085,-58.756,-58.775,-53.101,-134.512,-134.848,-133.451,-133.326,0.513,1.473,0.662
-1.601,-6.831,-6.841,-1.611,-123.857,-123.928,-123.286,-123.222,0.467,1.131,0.338
-46.489,-51.745,-51.762,-46.504,-130.061,-130.293,-129.14,-129.041,0.311,0.788,0.39
58.127,52.46,52.443,58.107,-124.009,-124.163,-123.028,-122.678,0.457,1.106,0.576
-70.749,-76.427,-76.476,-70.783,-132.153,-133.708,-130.363,-129.818,0.224,0.68,0.539
75.278,70.002,69.971,75.234,-127.375,-127.832,-125.64,-124.376,0.338,0.538,0.499
54.043,48.795,48.779,54.025,-120.913,-121.039,-120.011,-119.742,0.285,0.59,0.29
-12.82,-18.056,-18.066,-12.829,-133.517,-133.59,-132.904,-132.852,0.304,0.661,0.315
-7.422,-13.072,-13.082,-7.431,-128.16,-128.239,-127.577,-127.513,0.307,0.69,0.299
42.398,36.74,36.728,42.385,-125.422,-125.509,-124.683,-124.513,0.545,1.174,0.453
20.27,15.031,15.023,20.261,-134.249,-134.296,-133.619,-133.546,0.278,0.591,0.169
-64.101,-69.78,-69.811,-64.125,-132.228,-132.998,-130.792,-130.516,0.346,0.683,0.341
-17.079,-22.316,-22.326,-17.089,-132.52,-132.602,-131.893,-131.838,0.329,0.937,0.406
71.576,66.305,66.278,71.542,-127.718,-128.032,-126.193,-125.339,0.454,1.238,0.583
31.797,26.559,26.548,31.786,-128.771,-128.834,-128.102,-127.993,0.39,0.993,0.198
33.893,28.238,28.227,33.881,-127.678,-127.75,-127.007,-126.881,0.29,0.594,0.216
-66.657,-72.337,-72.374,-66.685,-131.499,-132.486,-129.941,-129.588,0.506,1.079,0.32
72.033,66.768,66.74,71.996,-121.133,-121.511,-119.676,-118.747,0.364,0.744,0.4
-45.658,-51.327,-51.344,-45.673,-128.983,-129.229,-128.086,-127.979,0.288,0.654,0.326
-52.837,-58.511,-58.532,-52.854,-128.262,-128.622,-127.215,-127.069,0.52,1.377,0.61
35.568,29.916,29.904,35.556,-123.394,-123.474,-122.727,-122.589,0.38,0.964,0.376
57.13,51.873,51.857,57.111,-128.345,-128.469,-127.332,-127.031,0.232,0.923,0.374
-4.989,-10.64,-10.649,-4.998,-132.363,-132.434,-131.776,-131.716,0.455,0.794,0.335
19.707,14.056,14.046,19.697,-128.908,-128.971,-128.308,-128.221,0.343,1.054,0.266
49.049,43.803,43.788,49.033,-125.303,-125.401,-124.466,-124.258,0.563,0.911,0.49
-47.947,-53.616,-53.633,-47.962,-132.208,-132.473,-131.267,-131.158,0.253,0.761,0.32
-34.28,-39.525,-39.538,-34.291,-131.786,-131.923,-131.037,-130.969,0.471,0.89,0.477
89.041,88.789,88.361,89.651,-112.431,-27.818,1.287,-55.293,0.273,0.544,0.343
-39.87,-45.534,-45.549,-39.883,-129.836,-130.025,-129.028,-128.94,0.446,1.006,0.31
70.198,64.923,64.899,70.167,-131.145,-131.389,-129.628,-128.904,0.333,0.731,0.403
-2.018,-7.249,-7.259,-2.028,-123.862,-123.934,-123.291,-123.227,0.462,1.19,0.405
42.762,37.105,37.093,42.748,-124.348,-124.439,-123.611,-123.437,0.314,0.923,0.223
39.683,34.434,34.424,39.671,-132.979,-133.04,-132.217,-132.087,0.468,0.899,0.223
-23.7,-28.94,-28.951,-23.711,-124.197,-124.306,-123.544,-123.478,0.352,1.258,0.45
55.273,49.607,49.591,55.255,-125.163,-125.295,-124.234,-123.936,0.448,0.991,0.467
74.506,69.239,69.207,74.463,-120.876,-121.359,-119.298,-118.094,0.324,0.493,0.384
77.607,71.927,71.889,77.553,-119.316,-120.066,-117.69,-115.822,0.239,0.837,0.33
-58.036,-63.715,-63.742,-58.058,-125.458,-125.967,-124.262,-124.061,0.253,0.721,0.213
-82.641,-88.037,-88.397,-82.728,-141.02,-169.269,-145.498,-134.777,0.27,1.002,0.482
-81.728,-87.235,-87.493,-81.81,-137.108,-155.175,-138.161,-131.514,0.331,1.051,0.335
7.601,2.37,2.36,7.592,-129.039,-129.1,-128.46,-128.393,0.494,1.179,0.352
-31.321,-36.981,-36.994,-31.333,-127.513,-127.656,-126.803,-126.728,0.481,1.096,0.369
-1.418,-7.067,-7.077,-1.428,-125.968,-126.043,-125.4,-125.332,0.334,1.007,0.557
-25.236,-30.893,-30.904,-25.247,-130.545,-130.659,-129.88,-129.814,0.307,0.884,0.309
73.111,67.429,67.4,73.072,-125.394,-125.8,-123.883,-122.812,0.253,0.864,0.254
88.782,83.107,83.023,88.365,-119.555,-131.734,-125.085,-90.466,0.453,0.815,0.49
38.55,32.89,32.879,38.537,-129.756,-129.829,-129.035,-128.892,0.329,0.739,0.343
-79.406,-85.029,-85.158,-79.465,-138.137,-145.59,-136.299,-133.845,0.239,0.993,0.224
60.657,55.401,55.382,60.636,-125.003,-125.163,-123.928,-123.549,0.381,1.313,0.297
35.099,29.864,29.852,35.087,-122.338,-122.412,-121.667,-121.54,0.482,1.068,0.47
-22.591,-27.831,-27.842,-22.602,-127.337,-127.439,-126.688,-126.625,0.259,0.667,0.399
-39.293,-44.544,-44.559,-39.306,-126.672,-126.847,-125.867,-125.782,0.509,0.846,0.403
-7.425,-13.076,-13.086,-7.434,-129.217,-129.295,-128.632,-128.569,0.387,0.793,0.372
29.898,24.242,24.232,29.887,-130.932,-130.995,-130.274,-130.166,0.308,0.684,0.37
77.361,71.675,71.64,77.31,-125.981,-126.618,-124.229,-122.487,0.366,1.004,0.318
-20.249,-25.487,-25.498,-20.26,-125.188,-125.286,-124.555,-124.492,0.345,0.949,0.49
15.216,9.982,9.973,15.206,-130.02,-130.077,-129.424,-129.351,0.611,0.972,0.536
84.839,79.146,79.088,84.716,-126.763,-129.07,-124.919,-118.058,0.522,1.892,0.491
12.294,7.061,7.052,12.285,-130.051,-130.108,-129.462,-129.392,0.291,1.024,0.27
46.857,41.608,41.594,46.843,-129.634,-129.717,-128.804,-128.622,0.377,1.023,0.406
16.366,10.718,10.708,16.355,-123.638,-123.707,-123.063,-122.977,0.285,0.763,0.226
38.574,33.325,33.315,38.563,-134.08,-134.135,-133.322,-133.201,0.472,0.682,0.334
-41.526,-47.192,-47.207,-41.539,-129.887,-130.089,-129.056,-128.964,0.374,0.828,0.377
-64.242,-69.924,-69.959,-64.269,-124.985,-125.812,-123.552,-123.237,0.505,1.454,0.65
89.239,85.288,85.146,89.501,-88.797,-120.239,-110.919,-12.879,0.418,0.964,0.364
82.557,77.279,77.227,82.468,-123.432,-124.89,-121.422,-117.477,0.229,0.878,0.284
64.022,58.753,58.734,63.999,-131.417,-131.575,-130.167,-129.723,0.646,1.361,0.51
-29.394,-34.636,-34.648,-29.405,-130.626,-130.745,-129.925,-129.861,0.296,0.634,0.311
-62.967,-68.646,-68.676,-62.99,-131.078,-131.785,-129.695,-129.436,0.395,1.212,0.326
85.999,80.311,80.245,85.839,-124.184,-127.656,-123.02,-113.137,0.432,0.862,0.427
-46.738,-52.408,-52.426,-46.753,-126.931,-127.195,-126.016,-125.901,0.332,0.823,0.433
28.64,22.99,22.98,28.628,-121.364,-121.439,-120.746,-120.632,0.34,0.662,0.451
39.819,34.155,34.145,39.808,-134.067,-134.127,-133.305,-133.169,0.444,0.511,0.298
28.374,23.133,23.124,28.363,-132.021,-132.077,-131.361,-131.266,0.331,0.794,0.349
-44.831,-50.086,-50.102,-44.846,-128.952,-129.169,-128.062,-127.966,0.343,0.692,0.364
-49.186,-54.443,-54.46,-49.202,-132.26,-132.518,-131.285,-131.179,0.201,0.651,0.264
73.141,67.862,67.835,73.106,-132.102,-132.399,-130.387,-129.444,0.261,0.873,0.359
-33.074,-38.321,-38.334,-33.087,-126.503,-126.644,-125.771,-125.698,0.421,1.008,0.298
6.518,0.87,0.86,6.508,-125.872,-125.942,-125.306,-125.233,0.415,0.574,0.335
18.971,13.319,13.31,18.961,-129.98,-130.042,-129.379,-129.294,0.29,0.89,0.393
87.982,82.7,82.62,87.707,-125.456,-131.879,-125.601,-104.775,0.404,0.887,0.498
16.103,10.865,10.857,16.094,-134.285,-134.333,-133.67,-133.603,0.3,0.851,0.353
55.07,49.821,49.805,55.051,-121.955,-122.085,-121.029,-120.747,0.466,0.936,0.284
0.19,-5.458,-5.467,0.181,-124.891,-124.966,-124.326,-124.257,0.332,0.707,0.66
-15.321,-20.974,-20.984,-15.33,-133.55,-133.634,-132.932,-132.876,0.703,0.794,0.505
3.267,-1.964,-1.973,3.257,-126.969,-127.034,-126.397,-126.332,0.498,0.865,0.39
20.807,15.574,15.564,20.797,-126.769,-126.831,-126.166,-126.081,0.38,0.84,0.292
-74.035,-79.299,-79.356,-74.073,-136.923,-139.008,-134.789,-134.126,0.401,0.968,0.303
25.918,20.269,20.259,25.907,-122.461,-122.534,-121.855,-121.749,0.355,0.679,0.269
-40.714,-46.381,-46.397,-40.728,-124.616,-124.822,-123.799,-123.702,0.342,1.01,0.377
20.458,15.221,15.212,20.448,-132.101,-132.154,-131.48,-131.402,0.457,0.834,0.435
-75.461,-81.127,-81.206,-75.508,-130.313,-133.547,-128.313,-127.161,0.276,0.789,0.303
25.684,20.027,20.018,25.675,-134.202,-134.253,-133.551,-133.463,0.437,1.35,0.356
23.224,17.992,17.982,23.214,-125.679,-125.742,-125.07,-124.979,0.481,1.567,0.58
44.426,39.184,39.171,44.412,-124.32,-124.408,-123.551,-123.379,0.273,1.043,0.257
88.886,84.067,83.954,89.493,-101.521,-121.393,-113.941,-60.839,0.381,1.24,0.516
-47.977,-53.648,-53.666,-47.993,-126.983,-127.263,-126.044,-125.924,0.536,1.242,0.362
61.026,55.356,55.338,61.004,-123.914,-124.092,-122.863,-122.447,0.439,0.832,0.493
40.649,34.985,34.974,40.638,-134.058,-134.119,-133.286,-133.146,0.275,0.628,0.312
77.634,72.359,72.322,77.581,-124.823,-125.467,-122.992,-121.264,0.308,0.891,0.304
-30.35,-36.01,-36.023,-30.362,-124.336,-124.478,-123.636,-123.559,0.246,0.974,0.466
88.873,84.447,84.332,89.54,-110.86,-127.087,-118.958,-72.767,0.307,0.533,0.385
24.295,18.643,18.633,24.285,-128.857,-128.921,-128.239,-128.143,0.269,0.855,0.602
-47.724,-52.981,-52.999,-47.739,-129.065,-129.314,-128.121,-128.015,0.441,0.847,0.474
69.815,64.548,64.522,69.783,-125.653,-125.939,-124.244,-123.506,0.329,0.897,0.265
0.509,-4.723,-4.732,0.499,-128.061,-128.126,-127.485,-127.422,0.853,1.666,0.514
21.914,16.683,16.672,21.903,-124.633,-124.697,-124.032,-123.943,0.394,1.269,0.259
-73.608,-78.873,-78.933,-73.647,-132.803,-134.872,-130.764,-130.044,0.201,0.565,0.301
16.902,11.254,11.244,16.892,-124.692,-124.76,-124.113,-124.027,0.252,0.668,0.2
-33.812,-39.058,-39.071,-33.824,-127.573,-127.715,-126.832,-126.759,0.406,0.981,0.432
-46.556,-52.227,-52.246,-46.572,-123.78,-124.048,-122.868,-122.75,0.368,0.734,0.34
-28.091,-33.749,-33.762,-28.102,-126.391,-126.521,-125.709,-125.636,0.328,0.81,0.253
-7.325,-12.975,-12.985,-7.335,-124.989,-125.072,-124.411,-124.345,0.358,0.743,0.372
-21.005,-26.66,-26.669,-21.014,-134.684,-134.776,-134.036,-133.982,0.293,0.959,0.465
53.49,48.234,48.219,53.473,-129.51,-129.614,-128.568,-128.321,0.572,1.349,0.443
-76.04,-81.299,-81.377,-76.088,-132.554,-135.69,-130.382,-129.286,0.386,1.083,0.457
-15.173,-20.827,-20.836,-15.182,-134.603,-134.683,-133.982,-133.929,0.426,0.943,0.376
-38.879,-44.544,-44.559,-38.892,-126.659,-126.847,-125.867,-125.776,0.515,0.914,0.403
18.463,12.813,12.803,18.453,-127.858,-127.923,-127.266,-127.18,0.293,1.105,0.317
-77.981,-83.63,-83.723,-78.029,-139.245,-144.142,-136.978,-135.503,0.684,1.5,0.589
11.769,6.54,6.53,11.759,-123.693,-123.757,-123.121,-123.046,0.366,1.138,0.215
-45.466,-51.134,-51.15,-45.48,-132.113,-132.348,-131.218,-131.119,0.218,1.042,0.41
65.839,60.167,60.145,65.812,-121.556,-121.802,-120.382,-119.799,0.332,0.886,0.48
-50.511,-56.184,-56.204,-50.528,-126.052,-126.373,-125.059,-124.924,0.248,0.613,0.179
-72.674,-78.348,-78.398,-72.707,-137.561,-139.415,-135.563,-134.998,0.599,1.124,0.335
73.414,68.146,68.116,73.375,-123.175,-123.591,-121.623,-120.567,0.401,0.759,0.402
-68.85,-74.122,-74.164,-68.882,-129.761,-130.907,-128.048,-127.633,0.34,1.023,0.486
64.237,58.972,58.952,64.213,-129.206,-129.382,-127.979,-127.514,0.416,0.841,0.381
-81.325,-86.865,-87.089,-81.403,-136.702,-151.819,-136.83,-131.375,0.223,0.65,0.197
-11.593,-17.245,-17.255,-11.603,-128.216,-128.302,-127.622,-127.559,0.428,0.856,0.319
-30.326,-35.985,-35.997,-30.337,-128.542,-128.679,-127.841,-127.767,0.279,0.569,0.222
-67.299,-72.98,-73.02,-67.328,-128.49,-129.573,-126.905,-126.508,0.482,1.647,0.767
-43.812,-49.478,-49.493,-43.825,-132.055,-132.273,-131.188,-131.094,0.42,1.185,0.46
47.184,41.935,41.922,47.169,-128.554,-128.64,-127.726,-127.539,0.515,2.125,0.672
23.224,17.575,17.565,23.214,-125.679,-125.747,-125.076,-124.979,0.528,1.509,0.547
43.649,37.994,37.981,43.635,-121.136,-121.233,-120.399,-120.216,0.349,0.943,0.253
20.124,14.89,14.88,20.114,-128.903,-128.962,-128.296,-128.214,0.418,1.229,0.62
86.468,81.187,81.115,86.29,-124.746,-128.587,-123.458,-112.269,0.358,0.572,0.343
15.231,9.583,9.573,15.221,-124.711,-124.78,-124.136,-124.053,0.204,0.633,0.208
-0.162,-5.397,-5.406,-0.171,-134.434,-134.49,-133.84,-133.787,0.523,1.318,0.587
-70.622,-76.302,-76.353,-70.658,-128.015,-129.6,-126.249,-125.673,0.275,0.581,0.218
-52.259,-57.517,-57.535,-52.275,-134.472,-134.765,-133.421,-133.311,0.528,1.776,0.595
83.504,77.806,77.759,83.415,-131.564,-132.863,-129.133,-124.528,0.471,0.913,0.358
75.33,69.65,69.618,75.284,-120.771,-121.33,-119.226,-117.829,0.371,0.64,0.365
6.608,1.378,1.368,6.599,-126.93,-126.994,-126.357,-126.29,0.284,1.043,0.252
51.009,45.337,45.324,50.994,-133.928,-134.007,-133.007,-132.793,0.261,0.698,0.41
56.777,51.526,51.509,56.757,-122.977,-123.115,-122.011,-121.705,0.235,0.557,0.354
74.718,69.438,69.408,74.678,-130.816,-131.192,-129.03,-127.888,0.33,0.708,0.166
-43.845,-49.1,-49.116,-43.86,-126.821,-127.033,-125.948,-125.852,0.422,0.707,0.363
-37.697,-43.361,-43.376,-37.71,-125.575,-125.756,-124.797,-124.709,0.315,0.81,0.328
4.843,-0.392,-0.4,4.835,-134.385,-134.438,-133.791,-133.736,0.432,1.055,0.43
67.537,61.863,61.84,67.508,-122.54,-122.812,-121.302,-120.641,0.373,0.716,0.228
50.107,44.443,44.429,50.091,-127.426,-127.531,-126.575,-126.346,0.537,0.806,0.514
-24.157,-29.397,-29.408,-24.167,-132.632,-132.73,-131.967,-131.909,0.405,0.74,0.494
-16.678,-21.915,-21.925,-16.689,-123.019,-123.112,-122.406,-122.343,0.367,0.746,0.306
24.435,19.195,19.186,24.426,-134.213,-134.26,-133.563,-133.483,0.42,1.464,0.321
86.639,81.369,81.292,86.444,-119.21,-123.922,-118.774,-106.423,0.487,1.308,0.507
87.172,81.885,81.814,86.97,-127.998,-132.124,-126.479,-112.445,0.532,1.092,0.46
28.222,22.573,22.562,28.211,-121.37,-121.445,-120.754,-120.64,0.376,0.706,0.453
50.59,45.337,45.323,50.574,-129.568,-129.662,-128.68,-128.465,0.463,0.658,0.326
-55.569,-60.835,-60.858,-55.589,-125.289,-125.685,-124.154,-123.993,0.326,0.947,0.248
2.279,-3.369,-3.379,2.269,-124.865,-124.938,-124.301,-124.231,0.222,0.654,0.324
67.513,61.827,61.808,67.488,-133.548,-133.726,-132.151,-131.567,0.469,1.002,0.404
35.129,29.472,29.461,35.117,-128.73,-128.801,-128.044,-127.915,0.273,0.668,0.306
-66.535,-72.217,-72.256,-66.564,-127.347,-128.357,-125.802,-125.428,0.524,0.726,0.359
-26.653,-32.31,-32.321,-26.663,-132.676,-132.791,-131.999,-131.935,0.354,0.739,0.34
46.371,41.124,41.111,46.357,-127.495,-127.582,-126.685,-126.503,0.33,1.17,0.345
-52.16,-57.422,-57.443,-52.178,-126.136,-126.458,-125.093,-124.959,0.257,0.739,0.258
-70.33,-76.009,-76.057,-70.364,-131.048,-132.54,-129.289,-128.759,0.678,1.039,0.739
62.247,56.982,56.964,62.225,-130.371,-130.521,-129.197,-128.796,0.281,0.669,0.29
-53.313,-58.573,-58.593,-53.33,-132.456,-132.78,-131.383,-131.257,0.244,0.819,0.297
68.951,63.689,63.664,68.919,-120.293,-120.588,-118.977,-118.271,0.252,1.012,0.268
89.578,86.419,86.24,88.989,-25.161,-123.514,-111.23,26.116,0.673,1.732,0.373
80.203,74.514,74.472,80.137,-126.531,-127.465,-124.61,-121.981,0.368,1.083,0.4
18.044,12.807,12.798,18.035,-133.195,-133.246,-132.579,-132.507,0.347,1.232,0.602
24.046,18.398,18.388,24.035,-121.424,-121.496,-120.827,-120.725,0.18,0.556,0.284
